Adult_ID,race,sex,income
678133386,White,Female,0
953172132,White,Female,0
934532572,Black,Male,0
184909101,White,Female,1
201162807,White,Male,0
309605531,White,Male,0
427724058,White,Male,1
855842252,White,Male,0
398098608,Amer-Indian-Eskimo,Male,0
609992988,White,Male,0
476191834,White,Male,0
324739684,White,Female,0
664787682,White,Male,1
979799692,Black,Male,0
975873182,White,Female,0
217968155,White,Male,0
815294035,White,Female,0
200273399,Asian-Pac-Islander,Female,0
857995818,White,Male,0
392828259,White,Male,0
206332259,White,Male,0
628620350,White,Female,0
424300766,White,Female,0
247065259,White,Female,0
998940546,White,Male,0
690895643,White,Male,1
609539027,White,Male,0
813392103,White,Male,0
845309291,White,Male,1
492280039,White,Male,0
424029216,White,Male,0
443224914,White,Male,1
242605650,White,Female,0
669369330,Amer-Indian-Eskimo,Female,0
839465385,White,Male,1
109452409,White,Female,0
500098319,Asian-Pac-Islander,Male,0
781960492,White,Male,0
925434934,White,Male,1
358573522,White,Male,0
862270181,White,Male,0
718646165,White,Male,1
621257534,White,Male,0
504451394,White,Male,0
175306431,White,Male,0
320118593,White,Male,0
654353788,Black,Female,0
128915503,White,Male,1
471051140,White,Male,0
364290742,White,Male,0
640103849,Black,Male,0
542185286,White,Male,1
709295114,White,Male,0
663180864,White,Male,0
716399007,Amer-Indian-Eskimo,Male,0
770673787,White,Female,0
103971896,White,Female,0
529339328,White,Male,1
901787717,White,Female,1
755057928,White,Male,1
826064583,White,Male,0
820353617,White,Male,0
721674179,White,Female,0
619649463,White,Male,0
140095663,White,Female,0
600519436,White,Male,1
977380578,White,Male,0
900945642,White,Male,1
138925146,White,Male,0
401706959,White,Male,1
700257810,Black,Male,0
185012389,White,Female,1
303433041,White,Female,0
986150204,White,Female,0
517258725,White,Male,0
861176212,White,Male,0
797193927,White,Male,0
966573842,Black,Male,1
352943088,White,Male,0
376140999,White,Female,0
182924269,White,Male,0
792753646,White,Male,0
408741689,White,Male,0
134627594,Black,Female,0
644821344,Black,Male,0
862151674,White,Male,0
430068014,White,Male,1
751974261,White,Female,0
951231300,White,Female,0
529937168,White,Female,0
538329908,White,Male,0
274624643,White,Female,0
155572798,White,Male,0
999936590,White,Female,0
936166535,White,Female,0
711401784,White,Male,0
668498740,White,Female,0
457029788,White,Female,0
112366907,White,Female,0
648868095,White,Male,1
809098919,White,Male,1
496914557,White,Male,1
308884230,White,Female,1
227732645,White,Female,0
654420434,White,Female,0
962205680,White,Male,0
460658715,White,Male,1
954833465,White,Male,0
728638901,White,Male,1
741834518,White,Male,0
269968462,White,Male,1
615003714,White,Male,0
306535046,White,Male,0
518780432,White,Male,1
595600231,Asian-Pac-Islander,Female,0
354406008,White,Male,1
711296733,White,Female,0
227265729,White,Male,0
365166706,White,Male,0
511804380,Black,Female,0
181385170,White,Male,0
131097971,White,Male,0
999803104,White,Male,0
644169274,Black,Female,0
115738238,White,Male,1
674955014,Black,Female,0
509176160,White,Male,0
524618460,White,Male,1
687470619,White,Male,0
228867001,White,Male,0
917603573,White,Female,0
884636223,White,Female,0
823885228,White,Male,0
113782775,White,Female,0
621322938,Black,Male,0
870077312,White,Male,0
436075067,White,Male,0
883437095,White,Male,0
612822538,White,Female,0
583380570,White,Male,0
344981177,White,Female,0
820052052,White,Female,1
693762955,White,Female,0
820753964,White,Male,1
726820344,White,Male,1
345498002,Black,Female,0
254978401,Asian-Pac-Islander,Female,1
381107599,White,Female,0
833416220,White,Female,0
377579759,White,Male,0
498231373,White,Female,0
823559025,White,Male,0
610895652,Asian-Pac-Islander,Male,0
503163831,Black,Female,0
639319029,Black,Female,0
746640114,White,Male,0
271040730,White,Female,0
754575211,White,Female,0
838387455,White,Male,0
765789940,White,Female,0
142862082,White,Male,0
311790188,White,Male,0
100888095,White,Male,0
761725411,White,Female,0
974316785,White,Female,0
354925970,White,Male,1
829491947,White,Female,0
922668309,White,Male,0
204959080,White,Male,0
483073795,White,Female,0
829458185,White,Female,0
678990604,White,Male,0
762089534,White,Male,0
530842805,White,Female,0
495089617,White,Female,0
744643991,Black,Female,0
655117393,White,Female,0
577303648,White,Female,1
485446133,White,Female,0
543698604,White,Male,1
600056208,White,Male,1
280066768,White,Male,0
102557280,White,Male,0
764754025,White,Male,1
163488204,White,Male,1
959316640,White,Female,0
321955987,White,Male,1
475359388,White,Male,0
228087745,White,Male,0
953868840,White,Female,0
357595170,White,Female,0
110096799,White,Male,1
905774952,White,Female,0
870058892,White,Male,0
535509179,White,Male,1
336821254,White,Male,0
495724345,White,Male,1
922336696,White,Female,0
822576932,White,Male,1
711883237,White,Male,0
400272798,White,Male,0
326971352,White,Male,0
964258729,White,Male,0
592408593,White,Male,0
804798058,White,Male,1
955177341,White,Male,0
128347097,White,Female,0
271701448,White,Male,0
224275784,White,Male,0
598044311,White,Male,1
646565309,White,Male,1
651787864,White,Female,0
656600271,White,Male,0
972745334,White,Male,1
490129638,White,Male,1
963121882,Black,Male,0
558947218,White,Male,0
783305393,White,Male,1
253189009,White,Male,0
425061354,White,Male,0
593790828,White,Male,0
153267367,White,Male,0
644578186,Black,Female,0
176655854,White,Male,0
943385689,White,Male,0
872283989,White,Female,0
784147341,White,Male,1
858721019,White,Male,0
594309797,White,Male,1
114212114,White,Male,0
892180043,White,Male,1
867124576,White,Male,0
769405023,White,Male,0
145702547,Asian-Pac-Islander,Male,0
915443556,White,Male,1
203450612,White,Male,0
644027990,White,Male,1
457554907,White,Male,0
826278903,White,Male,0
494516292,White,Female,0
929432943,Amer-Indian-Eskimo,Male,0
143761435,White,Female,1
432479958,Black,Male,1
768258878,White,Female,0
540894212,White,Male,0
747621920,White,Male,0
749827533,White,Male,0
140113761,White,Male,0
563719441,Black,Male,0
716923903,White,Male,0
887574983,White,Male,1
672799983,White,Male,0
709860197,White,Female,1
552153218,White,Female,0
762817158,Black,Male,0
820784814,White,Female,1
972795240,Black,Female,0
265658230,White,Male,0
723905423,Black,Female,0
306773982,White,Male,0
172794465,White,Male,0
811755456,Black,Male,0
967119962,White,Male,1
102506419,White,Female,0
597025351,White,Female,0
343912645,White,Female,0
878133254,White,Female,0
785257514,White,Female,0
625792632,White,Male,0
541018612,White,Male,1
301982796,White,Male,1
484819332,Black,Male,0
688111147,White,Male,0
319593814,White,Male,0
941693421,White,Male,1
759234333,White,Male,0
874233159,Black,Female,0
250213445,White,Male,0
852525724,White,Male,0
257639767,White,Male,0
980181368,White,Female,0
535525657,White,Female,1
488867281,White,Male,0
340977275,White,Female,0
377746043,White,Female,0
892258343,Black,Male,0
109959220,Asian-Pac-Islander,Male,0
383080625,White,Male,0
365226884,White,Male,0
869772615,White,Male,0
112858562,Black,Female,0
400320059,White,Male,0
670958508,Asian-Pac-Islander,Male,0
801093114,White,Male,0
298585375,Black,Female,0
215075908,White,Female,1
463278744,White,Male,1
721591794,White,Male,1
167822518,Black,Male,0
736126284,White,Male,0
455681174,White,Male,1
848509706,White,Female,0
230818794,White,Female,0
232136365,White,Male,0
813875378,White,Female,0
213746374,White,Male,0
254893902,Asian-Pac-Islander,Female,0
867531876,White,Male,0
513141606,White,Female,1
866315467,Black,Female,0
337034091,White,Male,0
855670825,White,Male,0
378494996,White,Male,0
463494172,White,Female,1
839568383,White,Male,0
740895967,White,Male,0
379470528,Black,Male,0
737644814,White,Male,0
954121217,Black,Male,0
974400884,White,Male,0
121807066,White,Male,1
307102095,Amer-Indian-Eskimo,Male,0
670877621,White,Female,0
388626526,White,Female,0
986632009,White,Female,0
705092340,White,Male,0
956897024,White,Male,0
608606669,White,Male,0
404479618,White,Female,0
334933236,White,Male,0
607406420,White,Female,0
808900024,Asian-Pac-Islander,Male,0
752033677,White,Female,0
890508884,White,Male,0
626933914,White,Male,1
450785823,White,Female,0
987399020,White,Male,0
735505063,Black,Female,0
722518452,White,Male,1
723450702,White,Male,1
808661184,White,Male,0
217552434,White,Male,1
913555282,White,Male,0
892865892,White,Female,0
482537044,White,Female,0
494591643,White,Male,0
833750797,White,Female,0
974881774,White,Male,0
277088111,White,Male,1
986802307,White,Male,0
130121337,White,Male,0
910599256,White,Female,1
181105403,White,Male,0
545893714,White,Male,1
812213755,White,Male,0
725967498,White,Female,0
548444329,White,Male,0
337990468,White,Male,1
460368956,Black,Female,0
688353170,White,Male,1
577825505,Black,Male,0
172410139,White,Female,0
766731347,White,Male,1
956985072,White,Male,0
255136971,Black,Male,0
788062722,White,Female,0
729645168,White,Female,1
231152538,White,Male,0
483933262,White,Female,1
835816461,White,Female,0
672483678,White,Male,1
478369114,White,Male,0
691724753,White,Male,0
459150204,White,Female,0
169726838,Black,Female,0
792139716,Black,Male,0
822474667,Black,Male,0
680969480,White,Female,0
765014435,White,Female,0
221413816,White,Female,0
805050790,White,Male,1
654010382,Black,Male,0
808366688,White,Male,0
122458117,White,Female,0
607963795,White,Male,1
536818611,Amer-Indian-Eskimo,Male,0
984996353,Black,Female,0
257631117,White,Male,1
882495833,White,Male,1
204488250,White,Male,0
458653568,Black,Male,0
633984241,White,Male,0
855329485,White,Male,0
217596336,White,Male,1
450248088,White,Male,0
952483699,White,Male,0
873831023,White,Female,0
417217675,White,Female,0
201929569,White,Female,0
515367872,White,Male,1
288084140,White,Male,0
982116533,Black,Male,0
358277989,White,Male,0
283841968,White,Male,0
741595791,White,Male,0
566021638,White,Male,1
990772576,White,Male,0
995336913,White,Male,0
862490809,White,Male,0
600887368,White,Female,0
747031898,White,Male,0
416592726,White,Male,0
486337902,White,Female,0
863851346,Black,Female,0
486829528,White,Female,0
433007113,White,Female,0
562617884,White,Male,0
294620382,White,Male,0
616458976,White,Female,0
954545950,Asian-Pac-Islander,Female,0
554731419,Black,Male,1
358602254,Black,Male,0
941734581,White,Male,0
606717275,White,Female,0
228507513,White,Male,1
458740825,White,Female,0
512814389,White,Female,0
125664374,White,Male,1
810232070,White,Male,0
289439793,White,Female,1
843075536,White,Male,0
874122830,White,Male,0
192901901,Black,Male,0
771846553,White,Male,0
477881115,White,Male,0
774881499,White,Male,0
620638732,White,Female,0
608497591,White,Male,0
767177146,White,Female,0
480484793,White,Male,0
793921161,White,Male,1
898198697,White,Male,0
640464290,Black,Female,0
865111792,White,Male,1
891786777,White,Male,1
847673018,White,Female,0
367839174,White,Male,0
653676824,Black,Female,0
192517145,Black,Male,0
781840020,White,Male,0
448804095,White,Male,1
356558079,White,Male,0
354495374,White,Male,1
217902953,White,Female,0
986618458,White,Male,1
929508047,White,Female,0
621687802,White,Male,1
893451987,White,Male,0
807897823,White,Male,1
950791800,White,Female,0
604097933,White,Male,0
722619084,White,Female,1
691742804,White,Female,0
975607502,White,Female,0
642917398,White,Male,0
553017287,White,Male,0
329295280,Black,Male,0
256272411,Black,Female,0
762906316,White,Male,0
191480053,Black,Male,0
526756170,White,Male,0
840581752,White,Female,0
314292962,White,Male,0
956849925,White,Male,0
366450723,White,Female,1
381817238,White,Male,0
264733324,White,Female,0
401977159,White,Male,0
857685905,White,Male,1
668904836,White,Male,1
978513871,White,Male,0
199117144,White,Male,0
503081589,White,Female,0
633350177,White,Male,0
360735627,White,Male,1
797278143,White,Male,0
892593549,White,Male,0
244736653,White,Female,0
427012824,White,Male,0
237197036,White,Male,0
234628396,White,Male,1
574923879,White,Male,1
323074998,Asian-Pac-Islander,Male,0
565409535,White,Male,1
953865877,White,Male,0
112506082,White,Female,0
813851277,White,Male,1
992636487,White,Male,1
282344755,White,Male,0
148965178,White,Male,1
878358908,White,Female,0
316842615,Black,Female,0
607803486,White,Male,0
199121066,White,Male,1
551186294,White,Male,0
790384776,White,Male,0
524360404,White,Male,0
143497861,White,Male,0
336436525,White,Male,0
662510578,White,Male,0
560671763,White,Male,0
607096336,White,Female,0
926692360,Asian-Pac-Islander,Male,0
636888748,White,Male,0
238639742,White,Male,0
348266643,White,Male,0
900839845,White,Female,0
586132466,White,Male,1
439382724,White,Male,1
308913451,White,Male,0
636189399,White,Male,1
333519575,White,Female,0
561465820,White,Male,0
517857630,White,Female,0
197292810,White,Male,1
380791367,White,Male,0
286988551,Black,Female,0
360242298,White,Male,1
941119714,Black,Female,0
820376785,White,Male,1
482901053,White,Male,0
514405937,White,Male,0
933919508,White,Male,0
648269026,Black,Male,0
136903705,White,Male,1
823847003,White,Male,0
201585096,White,Male,0
437673545,White,Male,0
734075376,White,Female,0
191729271,White,Female,0
900149227,Black,Male,1
392923109,White,Male,0
197998517,White,Female,0
199172923,White,Female,0
877176957,White,Male,1
974774812,White,Male,1
576893683,White,Male,0
651414828,White,Female,0
398324101,White,Male,0
324211465,White,Female,0
714319046,White,Male,0
325302014,White,Male,0
776730135,Asian-Pac-Islander,Male,0
838488049,White,Female,0
135010834,White,Male,0
795311137,White,Male,0
192310258,White,Male,1
760566595,White,Male,0
714437495,White,Female,0
953910003,White,Female,1
360874070,White,Female,0
873428973,White,Female,0
524605732,White,Female,1
649309267,White,Female,0
662819080,White,Male,1
510656156,White,Female,0
938703673,Black,Female,0
535526486,White,Male,0
587739781,White,Male,0
526771816,White,Male,1
475581681,White,Female,0
383126292,White,Male,1
236538115,Black,Female,0
274831681,Black,Female,0
614654604,White,Female,0
592484192,Asian-Pac-Islander,Male,1
809597595,White,Male,1
530265257,Black,Female,0
869144785,White,Male,0
628676382,White,Female,1
884719219,White,Male,0
286252406,White,Female,0
278274011,White,Male,0
189156789,White,Male,0
256518489,White,Male,1
928604841,White,Female,0
577882063,White,Male,1
961445838,White,Female,0
626282831,Black,Female,0
135597885,White,Male,0
959955120,White,Female,1
787287705,White,Male,0
925957847,Black,Female,0
824216431,Black,Male,0
125165772,White,Male,0
556352722,White,Female,0
778217009,White,Male,1
152723768,White,Male,0
879407277,White,Male,1
827661277,White,Male,0
150644209,White,Female,0
395609642,White,Male,0
644609184,White,Male,0
345975368,White,Male,1
756426557,White,Male,1
124815846,White,Female,1
296929302,White,Male,1
355782507,Black,Female,0
726580890,Asian-Pac-Islander,Male,0
170917353,White,Male,0
880982393,Black,Female,0
184342278,White,Female,0
586383486,Black,Female,0
458731314,White,Male,0
832152361,White,Male,0
468601241,White,Female,0
309392119,White,Male,1
299387636,White,Male,1
840989260,White,Male,0
141026616,White,Male,0
981393902,White,Female,0
527328893,White,Male,0
359417625,White,Male,1
274894862,White,Male,0
915072002,White,Male,1
928149807,White,Female,0
556332767,White,Male,1
208055663,White,Male,0
876260929,White,Male,0
350189666,White,Female,0
753776961,White,Male,0
842094425,White,Male,0
838309948,White,Female,0
722968051,White,Female,1
399658170,White,Male,0
394073314,White,Male,0
919422827,Amer-Indian-Eskimo,Male,0
897060735,White,Female,1
475262126,White,Male,0
517924292,White,Male,0
860064062,White,Male,0
526991459,White,Male,0
283656243,Black,Male,0
306255423,White,Female,0
157055842,White,Male,0
106796004,Black,Male,0
150671756,White,Male,0
132043489,White,Female,1
156735438,Black,Female,0
531351250,White,Male,0
775011686,White,Male,0
497012876,White,Male,0
607473867,White,Male,1
314062114,Black,Male,0
813246433,White,Female,0
434258111,White,Male,1
112741196,White,Female,0
964123023,Other,Male,0
438535166,Black,Male,0
847862394,White,Male,0
967555412,White,Male,1
668933663,White,Female,0
941063779,White,Male,1
554754160,White,Male,0
854070926,White,Male,1
440431586,White,Male,1
194361546,White,Female,0
259724370,White,Male,1
453799461,White,Male,0
608522878,Black,Male,0
275610603,White,Male,1
677660457,Black,Male,1
877559435,White,Female,0
979530445,White,Female,0
338588191,White,Male,1
274291981,White,Male,0
121928122,White,Female,1
710364936,White,Male,0
959189620,Black,Male,0
496177153,White,Male,0
664470924,White,Male,0
613220649,White,Female,0
959091327,White,Male,0
811704493,Black,Male,0
681271916,White,Male,0
869829053,White,Male,1
647336756,White,Female,1
562715798,White,Male,0
686930512,White,Male,1
817534723,White,Male,0
748257498,White,Female,1
249418303,White,Female,0
589404873,Black,Female,0
238064387,White,Female,0
254211483,White,Female,0
288716647,Black,Female,1
143380905,Black,Female,0
486790773,White,Male,0
151800779,Black,Male,0
270741267,White,Male,1
433458317,White,Female,1
302622809,White,Male,1
507184492,Black,Male,0
606981130,Black,Female,0
492884916,White,Male,1
413464690,White,Male,0
149536156,White,Female,0
767419044,White,Male,0
103969102,Black,Female,0
324219738,White,Female,0
738650747,White,Male,1
385476735,White,Male,0
511819600,White,Male,0
247227814,White,Male,1
523941940,White,Male,0
306630042,White,Male,0
727294940,White,Female,0
363649322,White,Female,1
265180987,White,Male,0
167771931,White,Female,0
341997111,White,Male,0
118624704,White,Male,1
535443554,White,Female,0
488247808,White,Male,0
667936333,White,Male,0
918842401,White,Female,0
453894522,White,Female,0
338352147,White,Male,1
341648815,Black,Male,1
891024671,White,Male,0
487179500,White,Male,1
232324548,White,Male,0
200146556,White,Female,0
530652226,Other,Female,0
652423728,White,Male,0
573903221,White,Male,0
697287620,White,Male,1
949287734,White,Male,0
674314245,White,Male,1
932974355,White,Male,1
190377306,White,Male,1
130333836,White,Male,1
828709973,White,Male,1
265676695,White,Male,0
299566318,White,Female,0
935247925,White,Male,1
584644406,Black,Male,0
268054838,White,Male,0
165164230,White,Male,0
581371140,Black,Male,0
273408659,White,Male,0
995794301,White,Male,1
534790749,Asian-Pac-Islander,Female,0
148267901,Asian-Pac-Islander,Male,1
768847904,White,Male,0
493205247,Black,Female,0
625980728,White,Male,1
593709557,White,Male,0
111721069,Black,Male,0
391330384,White,Female,0
845793705,White,Male,1
560817920,White,Male,0
111543881,White,Female,0
451456568,White,Male,1
626021896,White,Male,0
599782795,White,Male,0
187297592,White,Female,0
691713695,White,Male,0
658251497,White,Male,0
235958226,White,Male,1
146797393,White,Male,0
970221870,White,Female,0
995342256,White,Female,0
734070338,White,Male,1
468444781,White,Female,0
402099288,White,Male,1
222821064,White,Female,0
288636110,White,Male,1
455217548,Black,Male,1
192982159,White,Male,1
451696901,White,Male,0
480347076,Black,Male,0
408662638,White,Female,0
496446015,Amer-Indian-Eskimo,Female,0
513406363,White,Female,0
929826472,White,Male,0
267134628,White,Female,0
780138677,White,Male,0
651998221,White,Male,1
252135550,White,Male,0
399387258,White,Male,0
577768288,White,Male,0
954191720,White,Female,0
611972690,Black,Male,0
276235192,White,Female,0
935102827,White,Male,0
415728878,White,Male,0
716556043,White,Male,0
361225029,White,Male,1
559359421,Black,Male,0
663512122,White,Male,1
814634408,Asian-Pac-Islander,Male,1
653823397,White,Male,0
418472147,White,Male,0
731763000,White,Male,0
702383746,White,Male,0
641433030,White,Male,0
792917915,Asian-Pac-Islander,Male,0
504138879,White,Male,0
305978277,White,Male,0
956209973,White,Male,0
738242669,White,Female,0
358463884,Black,Male,0
791747465,White,Female,0
807126344,White,Male,0
749218839,White,Male,0
464725297,White,Male,0
921101089,Black,Male,1
175194193,White,Male,0
397082516,White,Male,1
250197081,White,Male,0
174519568,White,Male,1
688918595,White,Male,0
411402489,White,Male,0
400370808,White,Male,0
880773056,White,Female,0
887967079,White,Female,0
912456773,White,Male,1
168673967,White,Male,0
458190490,White,Male,0
267237428,White,Female,0
109619749,White,Male,0
998325885,White,Male,0
112307118,White,Female,0
571387886,White,Male,0
943021550,White,Male,1
581215436,White,Male,1
994798106,Black,Male,0
391571022,White,Female,0
544297232,White,Female,0
896688663,White,Male,1
497726876,White,Female,0
972899081,White,Male,0
845369998,Other,Male,0
325477467,White,Male,0
101617391,Black,Male,0
277840027,Black,Male,1
569759071,White,Male,1
520736909,White,Male,0
641394158,Black,Female,0
207531655,White,Male,1
221297311,White,Male,0
161715959,White,Male,0
216823537,White,Male,1
518962697,White,Male,1
929933105,White,Male,1
562252555,White,Male,0
794036522,White,Male,0
819467289,White,Male,1
770968837,White,Male,0
781554469,White,Male,0
643957807,White,Male,0
562476141,White,Male,0
767627280,White,Male,1
398144887,White,Male,0
212962443,Black,Male,0
670488590,White,Male,1
914763879,White,Male,0
394268687,White,Male,0
410778980,White,Male,1
439585664,White,Male,0
550334533,Asian-Pac-Islander,Female,1
516366707,White,Male,0
329243150,White,Male,0
623639246,White,Male,0
159885791,White,Male,0
423743037,White,Male,1
840557710,Asian-Pac-Islander,Female,1
650306194,White,Female,0
498076333,White,Female,0
879003384,White,Male,0
765299605,White,Male,0
512269668,White,Female,0
297952406,White,Male,1
654376734,White,Male,1
815014687,White,Female,0
735137629,White,Male,1
399430335,White,Female,0
557650652,White,Male,0
614343163,White,Male,0
720467165,White,Male,0
352427326,White,Female,0
140905515,Black,Female,1
929838651,White,Female,0
121992985,White,Male,1
682702068,White,Male,0
136227668,White,Male,1
262149269,White,Male,0
204946388,Black,Male,0
762217275,Black,Male,0
149937244,White,Male,0
637379308,White,Male,0
276001187,Black,Male,0
121705672,Black,Male,0
136499102,White,Male,0
820574043,White,Female,0
103569864,White,Female,0
486036028,White,Male,0
121792682,White,Female,0
375224376,White,Female,0
728947630,White,Male,0
735493562,White,Male,0
593253426,White,Female,0
808028680,White,Male,1
406112761,White,Female,0
953603934,White,Male,1
606690328,White,Male,0
579478966,White,Male,0
645679782,White,Male,1
537700842,White,Male,0
500023538,White,Male,0
955372232,White,Female,1
344752386,White,Male,1
733051175,White,Male,0
237514564,Black,Male,0
673841845,White,Male,0
147442132,White,Male,1
550648341,White,Male,0
464428924,White,Male,0
390188195,Amer-Indian-Eskimo,Female,0
779085519,White,Male,0
781053766,White,Female,0
902170541,White,Male,0
490095720,White,Female,0
774841767,White,Male,0
524150089,White,Female,0
878589920,White,Male,0
602395969,White,Male,0
272298442,White,Female,1
199323496,White,Male,1
549503006,White,Male,1
447997792,White,Male,1
313970588,White,Female,0
878801839,White,Male,0
896836419,White,Female,0
579427095,White,Female,0
478228226,White,Male,0
852063208,White,Female,0
334872966,White,Male,1
395602482,White,Male,0
314277040,White,Female,0
338431837,White,Female,0
915731303,White,Male,0
848198479,White,Male,0
646930834,White,Female,0
528232943,White,Male,0
550256740,Black,Male,1
793441655,White,Female,0
417328113,White,Female,0
392161501,White,Male,0
238452651,White,Male,0
544006627,White,Male,1
429470950,Black,Male,0
930051092,White,Male,0
656502293,White,Female,0
603807904,White,Male,0
514465924,White,Male,1
480654234,White,Male,0
455233685,White,Female,0
966032407,White,Male,1
380328454,White,Female,0
796706787,White,Male,0
376093197,White,Male,0
928313326,White,Male,0
247783918,White,Female,0
376487623,White,Female,0
995058091,White,Male,0
640946140,Asian-Pac-Islander,Male,0
205303471,White,Male,1
648997722,White,Male,1
491074254,Asian-Pac-Islander,Female,0
165636256,White,Male,0
101472311,White,Male,1
675902271,Black,Male,0
181769475,White,Male,1
485783990,White,Female,0
192145400,Asian-Pac-Islander,Male,0
362741666,White,Male,1
551372485,White,Male,0
702371452,White,Male,1
314300256,White,Female,0
596644634,Black,Female,0
642121262,White,Male,0
391577279,White,Female,0
538735946,White,Female,0
266597926,White,Male,0
657178003,White,Female,1
542773579,Black,Female,0
998365390,White,Male,0
379667782,White,Male,0
797560127,White,Male,1
319990158,White,Female,1
575269296,White,Male,0
400593626,White,Male,0
412843964,White,Male,0
894883578,White,Male,0
345478974,White,Male,0
814049744,Black,Female,0
354363824,Black,Male,0
481809229,White,Male,0
416209258,White,Female,0
450492230,Asian-Pac-Islander,Male,0
304353668,Black,Female,0
278454085,White,Male,1
182190915,White,Male,0
723437878,White,Male,0
253359166,Amer-Indian-Eskimo,Male,1
731030447,White,Female,0
805349366,White,Male,1
357625306,White,Male,0
720786330,White,Male,0
301797409,White,Male,0
327303839,Black,Female,0
227397656,White,Male,0
398322367,White,Female,1
242825764,White,Female,0
168853021,White,Male,0
123660892,White,Male,0
404516974,White,Female,0
667794487,White,Male,1
862175222,White,Male,1
386929392,White,Male,0
311921300,White,Male,1
445736451,White,Female,0
247440326,White,Male,0
247223010,White,Male,0
782386922,White,Female,0
484401552,White,Female,0
169062724,White,Male,0
869083010,White,Female,0
232019304,White,Male,0
482884119,White,Male,1
272931873,White,Female,0
830643801,White,Female,0
242965375,White,Male,0
262649286,White,Female,0
309218074,Black,Male,0
893850835,White,Male,0
830728498,White,Male,0
295102172,White,Female,1
569676043,White,Male,0
839902075,White,Male,0
895301148,White,Male,0
533126309,White,Male,1
667454349,White,Male,0
961690514,White,Female,0
169140433,White,Male,0
379099712,White,Female,1
410626369,White,Male,0
333048241,White,Male,0
816966379,White,Female,0
671223658,Black,Female,0
915818901,Black,Male,0
933277107,White,Male,1
575319454,White,Male,1
869891703,White,Male,1
475809191,White,Female,0
625800360,Black,Male,0
944113396,White,Female,0
237608979,White,Female,0
140020067,White,Male,1
608079359,White,Male,0
350126397,White,Male,0
144616861,White,Female,0
767244187,White,Female,0
343145046,White,Female,1
540218405,Asian-Pac-Islander,Male,0
111618827,White,Male,1
945465808,White,Male,0
855695633,White,Male,0
534585429,White,Male,1
125716094,White,Female,0
829880553,White,Male,0
437106142,Black,Male,0
395828175,White,Male,0
214889781,White,Male,0
618996246,White,Female,0
597363638,Asian-Pac-Islander,Male,0
341280153,White,Male,0
351985946,White,Female,0
493939679,White,Male,0
210489745,White,Female,0
312162649,White,Female,0
191595174,White,Male,0
542202503,White,Male,1
591611405,White,Female,0
279362132,White,Female,0
594819529,Other,Female,0
941412094,White,Male,0
100674192,White,Male,0
420757905,White,Male,0
714795464,Other,Male,0
729190608,White,Male,0
639650417,White,Male,0
657639684,Black,Female,0
977596502,White,Male,0
114215754,White,Female,0
610886374,Black,Male,1
473647970,White,Female,0
255468125,White,Male,1
763567501,White,Male,0
736845163,White,Female,0
491581695,White,Female,0
724461160,White,Male,1
386673625,White,Female,0
702309346,Asian-Pac-Islander,Female,0
179572167,White,Female,0
442769901,White,Male,0
516797844,White,Male,0
607324869,White,Female,0
891466284,White,Female,0
176921817,White,Male,1
634612956,Black,Female,0
230757559,White,Male,0
209661456,White,Male,0
983000609,White,Male,0
555551644,Black,Male,1
900386373,White,Male,1
692310524,White,Male,0
746997896,Black,Female,0
850064613,Black,Female,0
681512148,White,Male,0
630919369,Black,Male,0
215180973,White,Female,0
682615783,Asian-Pac-Islander,Male,1
811994715,White,Male,0
118030372,White,Female,0
144688665,Black,Female,0
107204156,White,Female,0
788901056,White,Male,0
544420839,Black,Female,0
357984455,White,Male,1
654952288,White,Male,0
955152143,White,Female,1
132774777,White,Female,0
873527398,White,Female,0
757240515,White,Male,0
654811987,White,Female,0
986125440,White,Male,1
311132778,White,Male,1
369705109,Black,Female,0
789123492,White,Male,0
597695264,White,Female,0
485004132,White,Female,0
194144386,White,Male,0
308467211,White,Female,1
462908325,White,Male,0
671543847,White,Male,0
327965318,White,Female,0
214088093,White,Male,1
968965598,White,Female,0
210760210,White,Male,1
276226039,White,Male,1
884226254,White,Male,1
954839896,White,Female,0
538642143,White,Female,0
172364975,White,Male,0
856113532,White,Male,0
114257723,White,Female,0
226560098,White,Female,0
739135289,White,Male,0
826987294,White,Male,1
888282961,White,Male,0
656728066,White,Female,0
976244285,White,Male,0
576733576,White,Male,0
763175490,White,Female,0
508050157,Asian-Pac-Islander,Male,0
825098365,White,Male,0
596856113,White,Male,0
222015880,White,Male,0
290017666,White,Male,0
430216917,White,Male,0
506188347,White,Female,0
509962417,White,Male,0
864282814,White,Male,0
399078189,White,Male,0
420313518,White,Male,1
825154595,White,Male,1
111720368,White,Male,0
484040434,White,Female,1
129986369,White,Male,0
991923157,White,Male,0
268099458,White,Male,0
378615347,White,Female,0
870852840,White,Female,0
616644422,White,Male,0
111009019,White,Male,0
578066267,White,Female,0
407806864,Black,Female,0
919561560,White,Female,0
628904759,White,Female,1
447875786,White,Female,1
322464242,White,Male,1
904353725,White,Male,0
886082532,White,Female,0
374814729,White,Female,0
873087473,White,Male,0
414131219,White,Male,0
491159532,White,Male,0
169000198,White,Male,0
637654300,White,Male,1
457072757,Asian-Pac-Islander,Male,0
194532251,White,Male,0
871218977,White,Female,0
495170623,White,Male,0
651668398,White,Male,0
778053338,White,Male,0
341264312,White,Male,1
